CÓDIGO-DO-TRECHO,TRECHO-INÍCIO,TRECHO-FINAL,EXTENSÃO(km),SITUAÇÃO-FÍSICA,TIPO-DE-REVESTIMENTO,TRECHO-COINCIDENTE-DISTRITAL,TRECHO-COINCIDENTE-FEDERAL-SUPERPOSTA,TMD,NOMENCLATURA-ANTERIOR,snv_rodovia,snv_jurisdicao,snv_uf,snv_sequencial,lat_inicio,lon_inicio,lat_fim,lon_fim,lat_meio,lon_meio,extensao_geom_km,tomtom_sucesso,tomtom_currentSpeed,tomtom_freeFlowSpeed,tomtom_currentTravelTime,tomtom_freeFlowTravelTime,tomtom_confidence,tomtom_roadClosure,tomtom_erro
001EDF0010,ENTR. BR-010/020/ 030/DF-003/150 (PARQUE ROD. DER- DF),ENTR. DF-442,2.8,PAV,CA,-,-,6.587,-,DF-001,E,DF,10,-15.6880902255081,-47.8590175219999,-15.693796059508,-47.8349603539999,-15.692849747328072,-47.84759819523418,2.846728165357076,True,56.0,56.0,622.0,622.0,1.0,False,
001EDF0012,ENTR. DF-442,ENTR. DF-008 (EPUB),3.3,PAV,CA,-,-,6.587,-,DF-001,E,DF,12,-15.693796059508,-47.8349603539999,-15.7109436635075,-47.8098339629999,-15.702336608470096,-47.82238597324325,3.3885010652805767,True,56.0,56.0,622.0,622.0,1.0,False,
001EDF0020,ENTR. DF-008 (EPUB),ENTR. VC-263,2.8,PAV,CA,-,-,6.420,-,DF-001,E,DF,20,-15.7109436635075,-47.8098339629999,-15.727512703507,-47.7900751619999,-15.718373750784524,-47.79898432526536,2.927701912822999,True,55.0,55.0,1340.0,1340.0,1.0,False,
001EDF0030,ENTR. VC-263,ENTR.BR-479/ DF-015/DF-250,3.7,PAV,TSD,-,-,7.610,-,DF-001,E,DF,30,-15.727512703507,-47.7900751619999,-15.7583728565062,-47.7781039579999,-15.742942915692185,-47.78408867959524,3.68488378132998,True,55.0,55.0,1468.0,1468.0,1.0,False,
001EDF0050,ENTR. BR-479/ DF-015/DF-250,ENTR. DF-456,2.0,PAV,TSD,-,-,18.134,-,DF-001,E,DF,50,-15.7583728565062,-47.7781039579999,-15.7760428595056,-47.7754715249999,-15.767021418595032,-47.77486795922221,2.055930806880491,True,55.0,55.0,1340.0,1340.0,1.0,False,
001EDF0052,ENTR. DF-456,ENTR. DF-005 (EPPR),2.4,PAV,TSD,-,-,18.134,-,DF-001,E,DF,52,-15.7760428595056,-47.7754715249999,-15.7944701315052,-47.783104959,-15.786360054246105,-47.77771674507354,2.350782376556,True,55.0,55.0,1340.0,1340.0,1.0,False,
001EDF0070,ENTR. DF-005 (EPPR),ENTR. DF-025(A) /BARRAGEM DO PARANOÁ,0.9,PAV,CA,-,-,24.816,-,DF-001,E,DF,70,-15.7944701315052,-47.783104959,-15.8024356625049,-47.7861105129999,-15.798598460145168,-47.784235464065645,0.9606809406689572,True,55.0,55.0,1340.0,1340.0,1.0,False,
001EDF0090,ENTR. DF-025(A) /BARRAGEM DO PARANOÁ,ENTR. DF-025(B) (EPDB),1.9,PAV,CA,025EDF0110,-,27.102,-,DF-001,E,DF,90,-15.8024356625049,-47.7861105129999,-15.8086292875047,-47.8003267079999,-15.802877421763,-47.79377581361114,1.9440906558278888,True,55.0,55.0,1340.0,1340.0,1.0,False,
001EDF0110,ENTR. DF-025(B) (EPDB),ENTR. DF-027 (EPJK),5.6,DUP,CA,-,-,11.582,-,DF-001,E,DF,110,-15.8086292875047,-47.8003267079999,-15.8493017375036,-47.8150626819999,-15.828968031101985,-47.799375370937376,5.728266924366438,True,55.0,55.0,1468.0,1468.0,1.0,False,
001EDF0116,ENTR. DF-027 (EPJK),ENTR. DF-035 (EPCV),1.8,DUP,CA,-,-,28.673,-,DF-001,E,DF,116,-15.8493017375036,-47.8150626819999,-15.8640810005032,-47.8204547019999,-15.856625319119946,-47.81791577654879,1.7584265871907312,True,71.0,71.0,958.0,958.0,1.0,False,
001EDF0130,ENTR. DF-035 (EPCV),ENTR. DF-463,2.4,DUP,CA,-,-,31.692,-,DF-001,E,DF,130,-15.8640810005032,-47.8204547019999,-15.8853899475026,-47.8219579109999,-15.874620782303449,-47.82309698116369,2.4245633323367,True,71.0,71.0,958.0,958.0,1.0,False,
001EDF0150,ENTR. DF-463,ENTR. DF-465,1.6,DUP,CA,-,-,21.700,-,DF-001,E,DF,150,-15.8853899475026,-47.8219579109999,-15.8997556025022,-47.8195529499999,-15.892482655049776,-47.82021168056792,1.6312885487394566,True,29.0,29.0,6.0,6.0,1.0,False,
001EDF0170,ENTR. DF-465,ENTR. DF-140,3.5,DUP,CA,-,-,16.797,-,DF-001,E,DF,170,-15.8997556025022,-47.8195529499999,-15.9280275515014,-47.8325811459999,-15.914490748596236,-47.82461204502039,3.5103670620211203,True,87.0,87.0,924.0,924.0,1.0,False,
001EDF0190,ENTR. DF-140,ENTR. BR-251(A),3.6,PAV,TSD,-,-,4.781,-,DF-001,E,DF,190,-15.9280275515014,-47.8325811459999,-15.9484538185008,-47.8578395139999,-15.937720235604148,-47.84560450861418,3.63607323961801,True,87.0,87.0,924.0,924.0,1.0,False,
001EDF0250,ENTR. BR-040/050/ DF-003 (EPIA),E N T R . D F - 0 6 5 (EPIP)/ DF-480,3.8,DUP,CA,-,251BDF0570,21.912,-,DF-001,E,DF,250,-15.9766584965001,-47.989792082,-15.9660987445004,-48.0207063509999,-15.977142554274185,-48.00723361567473,3.942165748916286,True,63.0,63.0,615.0,615.0,1.0,False,
001EDF0270,ENTR. DF-065 (EPIP)/ DF-480,ENTR. DF-475,3.0,DUP,CA,-,251BDF0572,57.820,-,DF-001,E,DF,270,-15.9660987445004,-48.0207063509999,-15.9453816435009,-48.0382603669999,-15.955750833302911,-48.02949628904312,3.0228435264593565,True,57.0,57.0,1223.0,1223.0,1.0,False,
001EDF0290,ENTR. DF-475,ENTR. VC-331,1.9,DUP,CA,-,251BDF0574,31.360,-,DF-001,E,DF,290,-15.9453816435009,-48.0382603669999,-15.9319368775013,-48.044458146,-15.938977855365245,-48.0420334212372,1.6588381626391546,True,57.0,57.0,1223.0,1223.0,1.0,False,
001EDF0310,ENT. VC-331,ACESSO AO RECANTO DAS EMAS,3.4,DUP,CA,-,251BDF0582,50.998,-,DF-001,E,DF,310,-15.9319368775013,-48.044458146,-15.9007025685021,-48.0544479519999,-15.9163193162359,-48.04945177749699,3.650512436304306,True,57.0,57.0,1223.0,1223.0,1.0,False,
001EDF0330,ACESSO AO RECANTO DAS EMAS,ENTR. BR-060 / ACESSO I A SAMAMBAIA,2.2,DUP,CA,-,251BDF0590,91.288,-,DF-001,E,DF,330,-15.9007025685021,-48.0544479519999,-15.8824480525026,-48.0603337079999,-15.891569025956333,-48.05737136509953,2.1351157843627373,True,47.0,47.0,1283.0,1283.0,1.0,False,
001EDF0350,ENTR. BR-060 / ACESSO I A SAMAMBAIA,ACESSO II A SAMAMBAIA / 3º DR,1.0,DUP,CA,-,251BDF0610,39.620,-,DF-001,E,DF,350,-15.8824480525026,-48.0603337079999,-15.8781281025028,-48.0515168429999,-15.880725725333177,-48.055712949073694,1.0996844186020711,True,68.0,68.0,45.0,45.0,1.0,False,
001EDF0410,ENTR. DF-085 (EPTG)/ TAGUATINGA,ENTR. BR-070/ DF-095 (EPCL),4.5,DUP,CA,-,251BDF0650,53.922,-,DF-001,E,DF,410,-15.8318508795041,-48.0503347109999,-15.7922437525052,-48.0534586989999,-15.81271369443438,-48.05854037380505,4.746929060306242,True,52.0,52.0,753.0,753.0,1.0,False,
001EDF0430,ENTR. BR-070/ DF-095(EPCL),ENTR. DF-097 (EPAC),4.4,DUP,TSD,-,251BDF0670,21.847,-,DF-001,E,DF,430,-15.7922437525052,-48.0534586989999,-15.7539555675063,-48.0475035949999,-15.773635314868478,-48.0458081772138,4.484099690435024,True,73.0,73.0,1127.0,1127.0,1.0,False,
001EDF0450,ENTR. DF-097 (EPAC),ENTR. BR-080/251(B),3.9,DUP,TSD,-,251BDF0680,21.847,-,DF-001,E,DF,450,-15.7539555675063,-48.0475035949999,-15.7360108445068,-48.0742885729999,-15.740370698932349,-48.05761914586444,3.861661771154009,True,60.0,60.0,1210.0,1210.0,1.0,False,
001EDF0470,ENTR. BR-080/251(B),ENTR. DF-435,4.5,PAV,TSD,-,-,5.231,-,DF-001,E,DF,470,-15.7360108445068,-48.0742885729999,-15.6971364925079,-48.0884302979999,-15.719453136635885,-48.086806068733566,4.981737712655689,True,63.0,63.0,1180.0,1180.0,1.0,False,
001EDF0490,ENTR. DF-435,ENTR. DF-430,2.2,PAV,TSD,-,-,6.420,-,DF-001,E,DF,490,-15.6971364925079,-48.0884302979999,-15.6772554515085,-48.0896341929999,-15.687198098337284,-48.08916318841861,2.218698998609272,True,62.0,62.0,1140.0,1140.0,1.0,False,
001EDF0510,ENTR. DF-430,ENTR. DF-415,3.7,PAV,-,-,-,881,-,DF-001,E,DF,510,-15.6772554515085,-48.0896341929999,-15.6437268535094,-48.0799267619999,-15.66049514679322,-48.08477034444477,3.885959387576429,True,63.0,63.0,1180.0,1180.0,1.0,False,
001EDF0550,ENTR. DF-415,ENTR. DF-220,3.0,PAV,-,-,-,881,-,DF-001,E,DF,550,-15.6437268535094,-48.0799267619999,-15.62299266751,-48.066950318,-15.6313761612671,-48.076250669830735,2.8697283907059283,True,63.0,63.0,1180.0,1180.0,1.0,False,
001EDF0570,ENTR. DF-220,ENTR. DF-170 ENTR. BR-010/020/,7.1,IMP,-,-,-,625,-,DF-001,E,DF,570,-15.62299266751,-48.066950318,-15.5822580415111,-48.0171379419999,-15.60606854929872,-48.03955241302871,7.302538224211905,True,62.0,62.0,1140.0,1140.0,1.0,False,
001EDF0590,ENTR. DF-170,ENTR. BR-010/020/ 030/DF-003/DF-150 (PARQUE RODOVIÁRIO DO DER-DF),21.3,PAV,TSD,-,-,3.892,-,DF-001,E,DF,590,-15.5822580415111,-48.0171379419999,-15.6880902255081,-47.8590175219999,-15.628692296001688,-47.93694434651453,21.84488608580172,True,69.0,69.0,1100.0,1100.0,1.0,False,
002EDF0010,ENTR. DF-007(EPTT) PONTE DO BRAGHETTO,DER-DF) RODOVIÁRIA DE BRASÍLIA,7.2,DUP,CA,-,-,54.848,-,DF-002,E,DF,10,-15.731272669507,-47.8940230539999,-15.7938676785052,-47.8827600789999,-15.76213965315338,-47.8841312014036,7.216488218026538,True,73.0,73.0,72.0,72.0,1.0,False,
002EDF0030,RODOVIÁRIA DE BRASÍLIA,ENTR. DF-047 (TREVO DE TRIAGEM SUL),6.6,DUP,CA,-,-,70.133,-,DF-002,E,DF,30,-15.7938676785052,-47.8827600789999,-15.835949868504,-47.9269986499999,-15.817741194040886,-47.9017871276553,6.923986109118437,True,76.0,76.0,185.0,185.0,1.0,False,
003EDF0010,ENTR. BR- 010/020/030/DF-001/DF- 150 (PARQUE ROD. DER-DF),ENTR. DF-007(EPTT) (GRANJA DO TORTO),5.2,DUP,CA,-,-,87.537,-,DF-003,E,DF,10,-15.6880902255081,-47.8590175219999,-15.7130169195074,-47.8998793629999,-15.698935211167216,-47.8804461922529,5.3517140155691445,True,76.0,76.0,218.0,218.0,1.0,False,
003EDF0030,ENTR. DF-007 (EPTT)/ GRANJA DO TORTO,ENTR. DF-009 (EPPN),1.5,DUP,CA,-,-,95.084,-,DF-003,E,DF,30,-15.7130169195074,-47.8998793629999,-15.7243901515071,-47.9071355819999,-15.718664177021582,-47.90356019384192,1.50294672281411,True,78.0,78.0,213.0,213.0,1.0,False,
003EDF0050,ENTR. DF-009 (EPPN),ACESSO A ASA NORTE,1.9,DUP,CA,-,-,29.808,-,DF-003,E,DF,50,-15.7243901515071,-47.9071355819999,-15.7394928505067,-47.916565944,-15.7319415010069,-47.91185076299995,1.9820689166293997,True,76.0,76.0,24.0,24.0,1.0,False,
003EDF0070,ACESSO A ASA NORTE,ENTR. DF-010 (EPAA) (ACESSO AO SAIN / SMU),2.3,DUP,CA,-,-,46.880,-,DF-003,E,DF,70,-15.7394928505067,-47.916565944,-15.7574905055062,-47.9277874139999,-15.748487967679258,-47.92218263570058,2.3610272222703568,True,75.0,75.0,35.0,35.0,1.0,False,
003EDF0090,ENTR. DF-010 (EPAA) (ACESSO AO SAIN / SMU),ENTR. EIXO MONUMENTAL,2.4,DUP,CA,-,-,126.438,-,DF-003,E,DF,90,-15.7574905055062,-47.9277874139999,-15.7773987755056,-47.938525765,-15.767137583111923,-47.9337816490617,2.528674515465543,True,78.0,78.0,48.0,48.0,1.0,False,
003EDF0110,ENTR. EIXO MONUMENTAL,ENTR. DF-095 (EPCL),1.1,DUP,CA,-,-,62.259,-,DF-003,E,DF,110,-15.7773987755056,-47.938525765,-15.7858891635054,-47.9413978189999,-15.781640602075008,-47.93997169506167,0.9977676547435947,True,60.0,60.0,73.0,73.0,1.0,False,
003EDF0130,ENTR. DF-095 (EPCL),ENTR. DF-085 (EPTG),2.8,DUP,CA,-,-,87.587,-,DF-003,E,DF,130,-15.7858891635054,-47.9413978189999,-15.8100881925047,-47.9484184289999,-15.797859832059729,-47.94541603905458,2.811291757509621,True,62.0,62.0,234.0,234.0,1.0,False,
003EDF0150,ENTR. DF-085 (EPTG),ENTR. DF-081 (EPIB),2.0,DUP,CA,-,-,87.587,-,DF-003,E,DF,150,-15.8100881925047,-47.9484184289999,-15.8281747925042,-47.9513141629999,-15.81913149250445,-47.9498662959999,2.039042015982447,True,68.0,68.0,111.0,111.0,1.0,False,
003EDF0152,ENTR. DF-081 (EPIB),ENTR. DF-051 (EPGU),1.5,DUP,CA,-,-,91.748,-,DF-003,E,DF,152,-15.8281747925042,-47.9513141629999,-15.8405726625038,-47.9533019529999,-15.834373727504,-47.9523080579999,1.3977576520374828,True,69.0,69.0,42.0,42.0,1.0,False,
003EDF0170,ENTR. DF-051 (EPGU),ENTR. DF-075 (EPNB),2.4,DUP,CA,-,-,117.911,-,DF-003,E,DF,170,-15.8405726625038,-47.9533019529999,-15.8620459025032,-47.9567448269999,-15.8513092825035,-47.9550233899999,2.420930832888128,True,72.0,72.0,69.0,69.0,1.0,False,
003EDF0190,ENTR. DF-075 (EPNB),ENTR. DF-025 (EPDB),1.4,DUP,CA,-,-,52.431,-,DF-003,E,DF,190,-15.8620459025032,-47.9567448269999,-15.8745497445029,-47.9587496089999,-15.868297823503047,-47.9577472179999,1.4097051422131548,True,75.0,75.0,212.0,212.0,1.0,False,
003EDF0210,ENTR. DF-025 (EPDB),ENTR. DF-055 (EPVB),0.4,DUP,CA,-,-,101.187,-,DF-003,E,DF,210,-15.8745497445029,-47.9587496089999,-15.8823603765027,-47.9600019119999,-15.8784550605028,-47.9593757604999,0.8805843691481174,True,78.0,78.0,231.0,231.0,1.0,False,
003EDF0230,ENTR. DF-055 (EPVB),ENTR. DF-065 (EPIP),8.7,DUP,CA,-,-,71.269,-,DF-003,E,DF,230,-15.8823603765027,-47.9600019119999,-15.9475385925009,-47.9921091609999,-15.916852563790975,-47.97137945286463,8.248135716635135,True,83.0,83.0,94.0,94.0,1.0,False,
003EDF0250,ENTR. DF-065 (EPIP),ENTR. BR- 040/050/251/ DF-001 (EPCT),3.3,DUP,CA,-,-,45.318,-,DF-003,E,DF,250,-15.9475385925009,-47.9921091609999,-15.9766584965001,-47.989792082,-15.961877562035472,-47.9928178445404,3.3590707172151126,True,80.0,80.0,242.0,242.0,1.0,False,
004EDF0010,ENTR. DF-002 (ERN) PONTE DO BRAGHETTO,ENTR. VIA L2,0.9,DUP,CA,-,-,25.189,-,DF-004,E,DF,10,-15.731272669507,-47.8940230539999,-15.7342370975068,-47.8861244269999,-15.732261126618017,-47.88994782633588,0.9583990701766992,True,65.0,65.0,30.0,30.0,1.0,False,
004EDF0030,ENTR. VIA L2,ENTR. DF-008 (EPUB),3.6,DUP,CA,-,-,22.148,-,DF-004,E,DF,30,-15.7342370975068,-47.8861244269999,-15.7581504785062,-47.8665609199999,-15.747059892515596,-47.87753586265152,3.4738294805704406,True,24.0,24.0,9.0,9.0,1.0,False,
004EDF0050,ENTR. DF-008 (EPUB),ACESSO À UnB,1.9,DUP,CA,-,-,42.172,-,DF-004,E,DF,50,-15.7581504785062,-47.8665609199999,-15.7742986865057,-47.8637622079999,-15.765546274273309,-47.862862560633154,1.964569281346412,True,67.0,67.0,1041.0,1041.0,1.0,False,
004EDF0070,ACESSO À UnB,ACESSO À VILA PLANALTO,1.9,DUP,CA,-,-,14.973,-,DF-004,E,DF,70,-15.7742986865057,-47.8637622079999,-15.7902308325053,-47.8586996839999,-15.782551237974944,-47.86113522015454,1.928731411424334,True,67.0,67.0,919.0,919.0,1.0,False,
004EDF0090,ACESSO À VILA PLANALTO,ENTR. EIXO MONUMENTAL,1.5,DUP,CA,-,-,37.652,-,DF-004,E,DF,90,-15.7902308325053,-47.8586996839999,-15.801656238505,-47.850764583,-15.795724794819758,-47.854538675498254,1.5903134769711635,True,67.0,67.0,1041.0,1041.0,1.0,False,
004EDF0110,ENTR. EIXO MONUMENTAL,ACESSO À PONTE JK,0.4,DUP,CA,-,-,53.241,-,DF-004,E,DF,110,-15.801656238505,-47.850764583,-15.8041943165049,-47.852768727,-15.80324020293678,-47.85125439880373,0.3984986599801335,True,67.0,67.0,1041.0,1041.0,1.0,False,
004EDF0130,ACESSO À PONTE JK,ACESSO À PONTE HONESTINO GUIMARÃES,3.1,DUP,CA,-,-,59.796,-,DF-004,E,DF,130,-15.8041943165049,-47.852768727,-15.8193357185044,-47.8797361819999,-15.812394822830212,-47.86585699254676,3.455534256673204,True,26.0,26.0,8.0,8.0,1.0,False,
004EDF0150,ACESSO À PONTE HONESTINO GUIMARÃES,ACESSO À PONTE PRESIDENTE MEDICI,2.8,DUP,CA,-,-,49.574,-,DF-004,E,DF,150,-15.8193357185044,-47.8797361819999,-15.835762879504,-47.899763994,-15.827895403129729,-47.88955301428373,2.9350694653366958,True,38.0,38.0,28.0,28.0,1.0,False,
004EDF0170,ACESSO À PONTE PRESIDENTE MEDICI,ENTR. DF-047(EPAR)/ DF-051(EPGU),3.7,DUP,CA,-,-,44.047,-,DF-004,E,DF,170,-15.835762879504,-47.899763994,-15.8450995115037,-47.9314830239999,-15.842383954399091,-47.91524210098973,3.748099460120857,True,67.0,67.0,919.0,919.0,1.0,False,
005EDF0010,ENTR. DF-009 (EPPN),ENTR. DF-006 (EPCA),0.8,DUP,CA,-,-,25.239,-,DF-005,E,DF,10,-15.7225172235072,-47.8841436339999,-15.7160703305073,-47.8815899349999,-15.718997159153398,-47.883616007669815,0.798932492702968,True,28.0,28.0,6.0,6.0,1.0,False,
005EDF0012,ENTR. DF-006 (EPCA),ENTR. DF-442,2.2,DUP,CA,-,-,33.930,-,DF-005,E,DF,12,-15.7160703305073,-47.8815899349999,-15.7184022505073,-47.8611407599999,-15.715536370228463,-47.87134996176194,2.3608352385459863,True,64.0,64.0,1007.0,1007.0,1.0,False,
005EDF0014,ENTR. DF-442,ENTR. DF-015 (EPTM),7.4,DUP,CA,-,-,23.078,-,DF-005,E,DF,14,-15.7184022505073,-47.8611407599999,-15.7584214945062,-47.8129915839999,-15.736982825706836,-47.8338771452632,7.5360040585632015,True,64.0,64.0,1007.0,1007.0,1.0,False,
005EDF0030,ENTR. DF-015 (EPTM),ENTR. DF-001 (EPCT) / BARRAGEM PARANOÁ,7.6,PAV,CA,-,-,3.271,-,DF-005,E,DF,30,-15.7584214945062,-47.8129915839999,-15.7944701315052,-47.783104959,-15.786843038933268,-47.804213906785954,7.687030350099963,True,64.0,64.0,1007.0,1007.0,1.0,False,
006EDF0010,ENTR. DF-007 (EPTT),ENTR. DF-005 (EPPR),2.1,DUP,CA,-,-,15.230,-,DF-006,E,DF,10,-15.7198336525072,-47.8976975769999,-15.7160698715074,-47.8815902949999,-15.71270669922926,-47.89054177651665,2.311323392231086,True,57.0,57.0,154.0,154.0,1.0,False,
007EDF0010,ENTR. DF-003 (EPIA)/ GRANJA DO TORTO,ENTR. DF-006 (EPCA),0.8,DUP,CA,-,-,53.566,-,DF-007,E,DF,10,-15.7130169195074,-47.8998793629999,-15.7198336525072,-47.8976975769999,-15.7164252860073,-47.8987884699999,0.7967591564716228,True,71.0,71.0,67.0,67.0,1.0,False,
007EDF0012,ENTR. DF-006 (EPCA),ENTR. DF-009 (EPPN),0.5,DUP,CA,-,-,69.778,-,DF-007,E,DF,12,-15.7198336525072,-47.8976975769999,-15.7243355385071,-47.8962514499999,-15.722084595694026,-47.8969745140826,0.5263713066020981,True,80.0,80.0,112.0,112.0,1.0,False,
007EDF0030,ENTR. DF-009 (EPPN),ENTR. DF-002 (PONTE DO BRAGHETTO),0.8,DUP,CA,-,-,17.052,-,DF-007,E,DF,30,-15.7243355385071,-47.8962514499999,-15.731272669507,-47.8940230539999,-15.727804104007047,-47.8951372519999,0.8111060847237496,True,80.0,80.0,112.0,112.0,1.0,False,
008EDF0010,ENTR. DF-001 (EPCT),ENTR. DF-005 (EPPR),3.8,PLA,-,-,-,-,-,DF-008,E,DF,10,-15.7109436635075,-47.8098339629999,-15.726754198507,-47.8443874909999,-15.725795719408689,-47.82465073236818,5.254925842805392,True,64.0,64.0,1007.0,1007.0,1.0,False,
008EDF0030,ENTR. DF-005 (EPPR),ENTR. DF-009 (EPPN),1.8,PLA,-,-,-,-,-,DF-008,E,DF,30,-15.726754198507,-47.8443874909999,-15.7403519935067,-47.8569104599999,-15.733396156990324,-47.84979314774205,2.21748588070402,True,64.0,64.0,999.0,999.0,1.0,False,
008EDF0050,ENTR. DF-009 (EPPN),ENTR. DF-004 (EPNA),2.0,PLA,-,-,-,-,-,DF-008,E,DF,50,-15.7403519935067,-47.8569104599999,-15.7581504795061,-47.8665609199999,-15.749919490052882,-47.85979401960157,2.3905632345746977,True,47.0,47.0,1438.0,1438.0,1.0,False,
009EDF0010,ENTR. DF-003 (EPIA),ENTR DF-007 (EPTT),1.2,PAV,CA,-,-,15.972,-,DF-009,E,DF,10,-15.7243925395071,-47.907131757,-15.7243355385071,-47.8962514499999,-15.72438063410462,-47.90155232033215,1.24270478501861,True,57.0,57.0,675.0,675.0,1.0,False,
009EDF0030,ENTR DF-007 (EPTT),ENTR. DF-005 (EPPR),1.4,DUP,CA,-,-,41.134,-,DF-009,E,DF,30,-15.7243355385071,-47.8962514499999,-15.7225172135072,-47.8841436339999,-15.722509774649753,-47.89033113204083,1.3799773434075508,True,60.0,60.0,649.0,649.0,1.0,False,
009EDF0050,ENTR. DF-005 (EPPR),CLUBE DO CONGRESSO,8.1,DUP,CA,-,-,18.115,-,DF-009,E,DF,50,-15.7225172135072,-47.8841436339999,-15.7705722385058,-47.8328836509999,-15.74233585042131,-47.853086529078,8.355873282707844,True,64.0,64.0,999.0,999.0,1.0,False,
010EDF0010,ENTR. EIXO MONUMENTAL,ACESSO AO AUTÓDROMO,1.5,DUP,CA,-,-,21.476,-,DF-010,E,DF,10,-15.7843778945054,-47.9100004499999,-15.7715803245058,-47.9100063069999,-15.778057404013015,-47.91027618603457,1.4642449433755793,True,52.0,52.0,341.0,341.0,1.0,False,
010EDF0030,ACESSO AO AUTÓDROMO,ACESSO AO SMU,1.9,DUP,CA,-,-,24.574,-,DF-010,E,DF,30,-15.7715803245058,-47.9100063069999,-15.7604179725061,-47.9225626399999,-15.765069923449554,-47.91544347020113,1.9033641023726453,True,51.0,51.0,298.0,298.0,1.0,False,
010EDF0050,ACESSO AO SMU,ENTR. DF-003 (EPIA),0.7,DUP,CA,-,-,35.123,-,DF-010,E,DF,50,-15.7604179725061,-47.9225626399999,-15.7574905085062,-47.9277874159999,-15.758953872050984,-47.925175223369735,0.6671924784373325,True,51.0,51.0,298.0,298.0,1.0,False,
010EDF0070,ENTR. DF-003 (EPIA),INÍCIO DE TRECHO DUPLICADO (km. 6.8),2.7,PAV,CA,-,-,10.564,-,DF-010,E,DF,70,-15.7574905085062,-47.9277874159999,-15.7604542445061,-47.949913223,-15.756888977370991,-47.9386729643838,2.625485730990585,True,75.0,75.0,50.0,50.0,1.0,False,
010EDF0090,INÍCIO DE TRECHO DUPLICADO (km. 6.8),8.0,1.0,DUP,CA,-,-,6.132,-,DF-010,E,DF,90,-15.7604542445061,-47.949913223,-15.7583342005061,-47.9597671189999,-15.75943132425032,-47.954839897236354,1.1341977607373046,True,74.0,74.0,57.0,57.0,1.0,False,
010EDF0110,FIM DE TRECHO DUPLICADO (km. 8.0),9.0,1.0,PAV,CA,-,-,6.132,-,DF-010,E,DF,110,-15.7583342005061,-47.9597671189999,-15.765001772506,-47.9643451609999,-15.760908671643346,-47.96297577180542,0.9609419621156534,True,62.0,62.0,234.0,234.0,1.0,False,
010EDF0130,INÍCIO DE TRECHO IMPLANTADO (km. 9.0),0.3,0,EOD,-,-,-,412,-,DF-010,E,DF,130,-15.765001772506,-47.9643451609999,-15.7827306885055,-47.9780496269999,-15.77508390469274,-47.96940740156034,2.569234499296533,True,80.0,80.0,783.0,783.0,1.0,False,
011EDF0010,ENTR. DF-003 (EPIA)/DF-085 (EPTG),ACESSO AO SETOR POLICIAL SUL,1.4,DUP,CA,-,-,57.182,-,DF-011,E,DF,10,-15.8100881925047,-47.9484184289999,-15.8103685815047,-47.9383129249999,-15.810862791688482,-47.94333807638855,1.1441613769473715,True,65.0,65.0,1107.0,1107.0,1.0,False,
011EDF0030,ACESSO AO SETOR POLICIAL SUL,ENTRADA DO PARQUE DA CIDADE- SUDOESTE,1.2,DUP,CA,-,-,42.172,-,DF-011,E,DF,30,-15.8103685815047,-47.9383129249999,-15.8067705235048,-47.9284263189999,-15.8084684753751,-47.93341027058023,1.172389825070723,True,65.0,65.0,1107.0,1107.0,1.0,False,
011EDF0050,ENTRADA DO PARQUE DA CIDADE- SUDOESTE,ENTR. EIXO MONUMENTAL,3.3,DUP,CA,-,-,29.049,-,DF-011,E,DF,50,-15.8067705235048,-47.9284263189999,-15.7863454395054,-47.909709877,-15.799613071306156,-47.91546815383688,3.2984104433067536,True,65.0,65.0,1107.0,1107.0,1.0,False,
015EDF0010,ENTR. DF-005 (EPPR),ENTR. BR-479/ DF-001 (EPCT)/DF- 250,3.9,PAV,TSD,-,-,11.470,DF-6,DF-015,E,DF,10,-15.7584254345062,-47.8129966719999,-15.7583728565062,-47.7781039579999,-15.760695329073355,-47.79573313794359,4.072592304448489,True,60.0,60.0,1090.0,1090.0,1.0,False,
025EDF0010,ENTR. DF-003 (EPIA),ENTR. DF-047 (EPAR),3.0,DUP,CA,-,-,49.416,-,DF-025,E,DF,10,-15.8745504365029,-47.9587452929999,-15.8610369975033,-47.9349939829999,-15.868486460003435,-47.94660946839908,3.072222199807038,True,54.0,54.0,1122.0,1122.0,1.0,False,
025EDF0030,ENTR. DF-047 (EPAR),ACESSO À PONTE PRESIDENTE MEDICI,4.8,DUP,CA,-,-,19.269,-,DF-025,E,DF,30,-15.8610369975033,-47.9349939829999,-15.8456560905037,-47.8962237699999,-15.855066549155593,-47.91475251440053,4.738981135050317,True,54.0,54.0,1122.0,1122.0,1.0,False,
025EDF0050,ACESSO À PONTE PRESIDENTE MEDICI,ACESSO À PONTE HONESTINO GUIMARÃES,3.2,DUP,CA,-,-,14.381,-,DF-025,E,DF,50,-15.8456560905037,-47.8962237699999,-15.8306893355041,-47.8716593069999,-15.838065967671689,-47.883126084486726,3.4548839212314406,True,61.0,61.0,1064.0,1064.0,1.0,False,
025EDF0070,ACESSO À PONTE HONESTINO GUIMARÃES,ENTR. DF-035 (EPCV),7.2,DUP,CA,-,-,34.012,-,DF-025,E,DF,70,-15.8306893355041,-47.8716593069999,-15.8433509935038,-47.850552842,-15.857661996728686,-47.87503939354368,7.371799394242865,True,61.0,61.0,1064.0,1064.0,1.0,False,
