u,v,codigo,sentido,rodovia,situacao,pavimentada,extensao_km,tmd_der,v_limite,v_livre_tomtom,tomtom_compartilhado,faixas_estimadas,capacidade_estimada,tem_contagem,vol_7h,vc_7h,vol_18h,vc_18h,K_observado,t_livre_s
149,150,130EDF0070,crescente,DF-130,PAV,True,1.8,3856.0,,70.0,True,1,1400,False,,,,,,92.57142857142857
150,149,130EDF0070,decrescente,DF-130,PAV,True,1.8,3856.0,,70.0,True,1,1400,False,,,,,,92.57142857142857
150,151,130EDF0090,crescente,DF-130,PAV,True,2.9,4555.0,,70.0,True,1,1400,False,,,,,,149.14285714285714
151,150,130EDF0090,decrescente,DF-130,PAV,True,2.9,4555.0,,70.0,True,1,1400,False,,,,,,149.14285714285714
151,152,130EDF0110,crescente,DF-130,PAV,True,2.4,4555.0,,70.0,True,1,1400,False,,,,,,123.42857142857143
152,151,130EDF0110,decrescente,DF-130,PAV,True,2.4,4555.0,,70.0,True,1,1400,False,,,,,,123.42857142857143
152,153,130EDF0130,crescente,DF-130,PAV,True,2.3,4555.0,,70.0,True,1,1400,False,,,,,,118.28571428571428
153,152,130EDF0130,decrescente,DF-130,PAV,True,2.3,4555.0,,70.0,True,1,1400,False,,,,,,118.28571428571428
153,154,130EDF0150,crescente,DF-130,PAV,True,2.7,4555.0,,64.0,True,1,1400,False,,,,,,151.875
154,153,130EDF0150,decrescente,DF-130,PAV,True,2.7,4555.0,,64.0,True,1,1400,False,,,,,,151.875
154,155,130EDF0170,crescente,DF-130,PAV,True,1.6,3466.0,,64.0,True,1,1400,False,,,,,,90.0
155,154,130EDF0170,decrescente,DF-130,PAV,True,1.6,3466.0,,64.0,True,1,1400,False,,,,,,90.0
155,156,130EDF0190,crescente,DF-130,PAV,True,4.6,3466.0,,70.0,True,1,1400,False,,,,,,236.57142857142856
156,155,130EDF0190,decrescente,DF-130,PAV,True,4.6,3466.0,,70.0,True,1,1400,False,,,,,,236.57142857142856
156,157,130EDF0210,crescente,DF-130,PAV,True,0.5,4066.0,,64.0,True,1,1400,False,,,,,,28.125
157,156,130EDF0210,decrescente,DF-130,PAV,True,0.5,4066.0,,64.0,True,1,1400,False,,,,,,28.125
157,158,130EDF0230,crescente,DF-130,PAV,True,3.4,2457.0,,80.0,True,1,1400,False,,,,,,153.0
158,157,130EDF0230,decrescente,DF-130,PAV,True,3.4,2457.0,,80.0,True,1,1400,False,,,,,,153.0
158,159,130EDF0250,crescente,DF-130,PAV,True,9.8,2313.0,,87.0,True,1,1400,False,,,,,,405.5172413793104
159,158,130EDF0250,decrescente,DF-130,PAV,True,9.8,2313.0,,87.0,True,1,1400,False,,,,,,405.5172413793104
160,161,131EDF0010,crescente,DF-131,IMP,False,3.0,247.0,,59.0,True,1,600,False,,,,,,183.05084745762713
161,160,131EDF0010,decrescente,DF-131,IMP,False,3.0,247.0,,59.0,True,1,600,False,,,,,,183.05084745762713
161,162,131EDF0030,crescente,DF-131,PAV,True,4.5,467.0,,52.0,False,1,1400,False,,,,,,311.53846153846155
162,161,131EDF0030,decrescente,DF-131,PAV,True,4.5,467.0,,52.0,False,1,1400,False,,,,,,311.53846153846155
162,139,131EDF0050,crescente,DF-131,PAV,True,1.8,467.0,,51.0,True,1,1400,False,,,,,,127.05882352941177
139,162,131EDF0050,decrescente,DF-131,PAV,True,1.8,467.0,,51.0,True,1,1400,False,,,,,,127.05882352941177
163,164,135EDF0030,crescente,DF-135,IMP,False,2.5,210.0,,,False,1,600,False,,,,,,
164,163,135EDF0030,decrescente,DF-135,IMP,False,2.5,210.0,,,False,1,600,False,,,,,,
13,165,140EDF0010,crescente,DF-140,DUP,True,1.3,10971.0,60.0,76.0,False,2,3600,False,,,,,,61.578947368421055
165,13,140EDF0010,decrescente,DF-140,DUP,True,1.3,10971.0,60.0,76.0,False,2,3600,False,,,,,,61.578947368421055
165,166,140EDF0030,crescente,DF-140,EOD,True,7.1,5591.0,60.0,69.0,True,1,1400,False,,,,,,370.4347826086956
166,165,140EDF0030,decrescente,DF-140,EOD,True,7.1,5591.0,60.0,69.0,True,1,1400,False,,,,,,370.4347826086956
166,167,140EDF0050,crescente,DF-140,EOD,True,6.4,5916.0,60.0,69.0,True,1,1400,False,,,,,,333.9130434782609
167,166,140EDF0050,decrescente,DF-140,EOD,True,6.4,5916.0,60.0,69.0,True,1,1400,False,,,,,,333.9130434782609
168,169,150EDF0010,crescente,DF-150,DUP,True,6.9,23866.0,70.0,59.0,True,2,3600,True,2092.5,0.58125,5486.5,1.5240277777777778,,421.0169491525424
169,168,150EDF0010,decrescente,DF-150,DUP,True,6.9,23866.0,70.0,59.0,True,2,3600,True,3935.0,1.0930555555555554,1688.5,0.46902777777777777,,421.0169491525424
169,170,150EDF0050,crescente,DF-150,PAV,True,6.6,9470.0,70.0,60.0,True,1,1400,True,573.5,0.40964285714285714,784.5,0.5603571428571429,,396.0
170,169,150EDF0050,decrescente,DF-150,PAV,True,6.6,9470.0,70.0,60.0,True,1,1400,True,495.0,0.3535714285714286,286.0,0.2042857142857143,,396.0
171,172,180EDF0190,crescente,DF-180,PAV,True,0.9,7459.0,80.0,51.0,True,1,1400,False,,,,,,63.529411764705884
172,171,180EDF0190,decrescente,DF-180,PAV,True,0.9,7459.0,80.0,51.0,True,1,1400,False,,,,,,63.529411764705884
172,173,180EDF0210,crescente,DF-180,PAV,True,0.9,7459.0,80.0,55.0,False,1,1400,False,,,,,,58.909090909090914
173,172,180EDF0210,decrescente,DF-180,PAV,True,0.9,7459.0,80.0,55.0,False,1,1400,False,,,,,,58.909090909090914
173,174,180EDF0230,crescente,DF-180,PAV,True,5.8,7459.0,80.0,51.0,True,1,1400,False,,,,,,409.4117647058823
174,173,180EDF0230,decrescente,DF-180,PAV,True,5.8,7459.0,80.0,51.0,True,1,1400,False,,,,,,409.4117647058823
174,175,180EDF0250,crescente,DF-180,DUP,True,2.6,29904.0,80.0,78.0,False,2,3600,False,,,,,,120.0
175,174,180EDF0250,decrescente,DF-180,DUP,True,2.6,29904.0,80.0,78.0,False,2,3600,False,,,,,,120.0
175,176,180EDF0270,crescente,DF-180,PAV,True,4.3,10881.0,80.0,53.0,False,1,1400,False,,,,,,292.0754716981132
176,175,180EDF0270,decrescente,DF-180,PAV,True,4.3,10881.0,80.0,53.0,False,1,1400,False,,,,,,292.0754716981132
176,177,180EDF0290,crescente,DF-180,PAV,True,6.7,10881.0,80.0,61.0,True,1,1400,False,,,,,,395.4098360655738
177,176,180EDF0290,decrescente,DF-180,PAV,True,6.7,10881.0,80.0,61.0,True,1,1400,False,,,,,,395.4098360655738
177,178,180EDF0310,crescente,DF-180,PAV,True,4.8,5880.0,80.0,61.0,True,1,1400,False,,,,,,283.27868852459017
178,177,180EDF0310,decrescente,DF-180,PAV,True,4.8,5880.0,80.0,61.0,True,1,1400,False,,,,,,283.27868852459017
178,179,180EDF0330,crescente,DF-180,PAV,True,0.9,8200.0,80.0,61.0,True,1,1400,False,,,,,,53.114754098360656
179,178,180EDF0330,decrescente,DF-180,PAV,True,0.9,8200.0,80.0,61.0,True,1,1400,False,,,,,,53.114754098360656
179,180,180EDF0350,crescente,DF-180,PAV,True,1.4,6643.0,80.0,58.0,True,1,1400,False,,,,,,86.89655172413794
180,179,180EDF0350,decrescente,DF-180,PAV,True,1.4,6643.0,80.0,58.0,True,1,1400,False,,,,,,86.89655172413794
180,181,180EDF0370,crescente,DF-180,PAV,True,6.0,6643.0,80.0,58.0,True,1,1400,False,,,,,,372.41379310344826
181,180,180EDF0370,decrescente,DF-180,PAV,True,6.0,6643.0,80.0,58.0,True,1,1400,False,,,,,,372.41379310344826
181,182,180EDF0390,crescente,DF-180,PAV,True,3.1,6643.0,80.0,59.0,True,1,1400,False,,,,,,189.15254237288138
182,181,180EDF0390,decrescente,DF-180,PAV,True,3.1,6643.0,80.0,59.0,True,1,1400,False,,,,,,189.15254237288138
182,183,180EDF0410,crescente,DF-180,PAV,True,2.0,6643.0,80.0,59.0,True,1,1400,False,,,,,,122.03389830508475
183,182,180EDF0410,decrescente,DF-180,PAV,True,2.0,6643.0,80.0,59.0,True,1,1400,False,,,,,,122.03389830508475
176,184,190EDF0010,crescente,DF-190,PAV,True,5.9,3460.0,80.0,79.0,False,1,1400,False,,,,,,268.8607594936709
184,176,190EDF0010,decrescente,DF-190,PAV,True,5.9,3460.0,80.0,79.0,False,1,1400,False,,,,,,268.8607594936709
184,185,190EDF0030,crescente,DF-190,PAV,True,10.0,3460.0,80.0,79.0,False,1,1400,False,,,,,,455.6962025316456
185,184,190EDF0030,decrescente,DF-190,PAV,True,10.0,3460.0,80.0,79.0,False,1,1400,False,,,,,,455.6962025316456
186,187,205EDF0010,crescente,DF-205,IMP,False,1.5,231.0,80.0,56.0,False,1,600,False,,,,,,96.42857142857142
187,186,205EDF0010,decrescente,DF-205,IMP,False,1.5,231.0,80.0,56.0,False,1,600,False,,,,,,96.42857142857142
187,188,205EDF0030,crescente,DF-205,PAV,True,9.5,231.0,80.0,57.0,True,1,1400,False,,,,,,600.0
188,187,205EDF0030,decrescente,DF-205,PAV,True,9.5,231.0,80.0,57.0,True,1,1400,False,,,,,,600.0
188,170,205EDF0050,crescente,DF-205,PAV,True,5.0,1956.0,80.0,57.0,True,1,1400,False,,,,,,315.7894736842105
170,188,205EDF0050,decrescente,DF-205,PAV,True,5.0,1956.0,80.0,57.0,True,1,1400,False,,,,,,315.7894736842105
170,189,205EDF0070,crescente,DF-205,PAV,True,2.8,8094.0,80.0,60.0,True,1,1400,False,,,,,,167.99999999999997
189,170,205EDF0070,decrescente,DF-205,PAV,True,2.8,8094.0,80.0,60.0,True,1,1400,False,,,,,,167.99999999999997
189,190,205EDF0090,crescente,DF-205,PAV,True,5.9,1956.0,80.0,60.0,True,1,1400,False,,,,,,354.00000000000006
190,189,205EDF0090,decrescente,DF-205,PAV,True,5.9,1956.0,80.0,60.0,True,1,1400,False,,,,,,354.00000000000006
190,191,205EDF0110,crescente,DF-205,PAV,True,6.5,1956.0,80.0,59.0,True,1,1400,False,,,,,,396.6101694915254
191,190,205EDF0110,decrescente,DF-205,PAV,True,6.5,1956.0,80.0,59.0,True,1,1400,False,,,,,,396.6101694915254
191,161,205EDF0130,crescente,DF-205,IMP,False,8.0,217.0,80.0,61.0,True,1,600,False,,,,,,472.13114754098365
161,191,205EDF0130,decrescente,DF-205,IMP,False,8.0,217.0,80.0,61.0,True,1,600,False,,,,,,472.13114754098365
161,138,205EDF0150,crescente,DF-205,PAV,True,7.1,464.0,80.0,61.0,False,1,1400,False,,,,,,419.0163934426229
138,161,205EDF0150,decrescente,DF-205,PAV,True,7.1,464.0,80.0,61.0,False,1,1400,False,,,,,,419.0163934426229
138,192,205EDF0170,crescente,DF-205,IMP,False,9.9,164.0,80.0,42.0,False,1,600,False,,,,,,848.5714285714286
192,138,205EDF0170,decrescente,DF-205,IMP,False,9.9,164.0,80.0,42.0,False,1,600,False,,,,,,848.5714285714286
192,193,205EDF0190,crescente,DF-205,IMP,False,2.1,191.0,80.0,81.0,True,1,600,False,,,,,,93.33333333333334
193,192,205EDF0190,decrescente,DF-205,IMP,False,2.1,191.0,80.0,81.0,True,1,600,False,,,,,,93.33333333333334
193,110,205EDF0230,crescente,DF-205,IMP,False,4.5,164.0,80.0,81.0,True,1,600,False,,,,,,200.0
110,193,205EDF0230,decrescente,DF-205,IMP,False,4.5,164.0,80.0,81.0,True,1,600,False,,,,,,200.0
110,194,205EDF0250,crescente,DF-205,IMP,False,1.9,2172.0,80.0,62.0,False,1,600,False,,,,,,110.32258064516128
194,110,205EDF0250,decrescente,DF-205,IMP,False,1.9,2172.0,80.0,62.0,False,1,600,False,,,,,,110.32258064516128
194,195,205EDF0270,crescente,DF-205,PAV,True,6.8,2172.0,80.0,89.0,False,1,1400,False,,,,,,275.0561797752809
195,194,205EDF0270,decrescente,DF-205,PAV,True,6.8,2172.0,80.0,89.0,False,1,1400,False,,,,,,275.0561797752809
196,197,206EDF0010,crescente,DF-206,IMP,False,2.9,458.0,,72.0,True,1,600,False,,,,,,144.99999999999997
197,196,206EDF0010,decrescente,DF-206,IMP,False,2.9,458.0,,72.0,True,1,600,False,,,,,,144.99999999999997
197,198,206EDF0030,crescente,DF-206,IMP,False,5.0,458.0,,72.0,True,1,600,False,,,,,,250.0
198,197,206EDF0030,decrescente,DF-206,IMP,False,5.0,458.0,,72.0,True,1,600,False,,,,,,250.0
199,200,220EDF0010,crescente,DF-220,PAV,True,5.0,507.0,,71.0,True,1,1400,False,,,,,,253.5211267605634
200,199,220EDF0010,decrescente,DF-220,PAV,True,5.0,507.0,,71.0,True,1,1400,False,,,,,,253.5211267605634
200,29,220EDF0030,crescente,DF-220,PAV,True,10.82,507.0,,72.0,False,1,1400,False,,,,,,541.0
29,200,220EDF0030,decrescente,DF-220,PAV,True,10.82,507.0,,72.0,False,1,1400,False,,,,,,541.0
201,142,230EDF0010,crescente,DF-230,PAV,True,3.8,9616.0,60.0,55.0,True,1,1400,False,,,,,,248.72727272727272
142,201,230EDF0010,decrescente,DF-230,PAV,True,3.8,9616.0,60.0,55.0,True,1,1400,False,,,,,,248.72727272727272
142,146,230EDF0030,crescente,DF-230,PAV,True,4.1,9616.0,60.0,55.0,False,1,1400,False,,,,,,268.3636363636363
146,142,230EDF0030,decrescente,DF-230,PAV,True,4.1,9616.0,60.0,55.0,False,1,1400,False,,,,,,268.3636363636363
146,202,230EDF0050,crescente,DF-230,PAV,True,2.3,3940.0,60.0,80.0,False,1,1400,False,,,,,,103.49999999999999
202,146,230EDF0050,decrescente,DF-230,PAV,True,2.3,3940.0,60.0,80.0,False,1,1400,False,,,,,,103.49999999999999
202,203,230EDF0070,crescente,DF-230,PAV,True,7.3,1249.0,60.0,68.0,True,1,1400,False,,,,,,386.4705882352941
203,202,230EDF0070,decrescente,DF-230,PAV,True,7.3,1249.0,60.0,68.0,True,1,1400,False,,,,,,386.4705882352941
203,204,230EDF0090,crescente,DF-230,PAV,True,4.3,1249.0,60.0,68.0,True,1,1400,False,,,,,,227.6470588235294
204,203,230EDF0090,decrescente,DF-230,PAV,True,4.3,1249.0,60.0,68.0,True,1,1400,False,,,,,,227.6470588235294
204,205,230EDF0110,crescente,DF-230,PAV,True,2.0,657.0,60.0,68.0,True,1,1400,False,,,,,,105.88235294117646
205,204,230EDF0110,decrescente,DF-230,PAV,True,2.0,657.0,60.0,68.0,True,1,1400,False,,,,,,105.88235294117646
205,206,230EDF0130,crescente,DF-230,IMP,False,1.7,116.0,60.0,67.0,True,1,600,False,,,,,,91.34328358208954
206,205,230EDF0130,decrescente,DF-230,IMP,False,1.7,116.0,60.0,67.0,True,1,600,False,,,,,,91.34328358208954
206,207,230EDF0150,crescente,DF-230,IMP,False,2.5,116.0,60.0,67.0,True,1,600,False,,,,,,134.32835820895522
207,206,230EDF0150,decrescente,DF-230,IMP,False,2.5,116.0,60.0,67.0,True,1,600,False,,,,,,134.32835820895522
207,114,230EDF0170,crescente,DF-230,IMP,False,0.5,73.0,60.0,67.0,True,1,600,False,,,,,,26.865671641791046
114,207,230EDF0170,decrescente,DF-230,IMP,False,0.5,73.0,60.0,67.0,True,1,600,False,,,,,,26.865671641791046
208,209,250EDF0020,crescente,DF-250,PAV,True,5.1,8055.0,60.0,62.0,True,1,1400,True,226.0,0.16142857142857142,547.0,0.39071428571428574,,296.12903225806446
209,208,250EDF0020,decrescente,DF-250,PAV,True,5.1,8055.0,60.0,62.0,True,1,1400,True,609.0,0.435,312.0,0.22285714285714286,,296.12903225806446
148,117,250EDF0050,crescente,DF-250,PAV,True,6.4,1263.0,60.0,87.0,True,1,1400,False,,,,,,264.82758620689657
117,148,250EDF0050,decrescente,DF-250,PAV,True,6.4,1263.0,60.0,87.0,True,1,1400,False,,,,,,264.82758620689657
117,210,250EDF0052,crescente,DF-250,PAV,True,0.5,2633.0,60.0,87.0,True,1,1400,False,,,,,,20.689655172413794
210,117,250EDF0052,decrescente,DF-250,PAV,True,0.5,2633.0,60.0,87.0,True,1,1400,False,,,,,,20.689655172413794
210,211,250EDF0060,crescente,DF-250,PAV,True,2.7,2124.0,60.0,86.0,True,1,1400,False,,,,,,113.0232558139535
211,210,250EDF0060,decrescente,DF-250,PAV,True,2.7,2124.0,60.0,86.0,True,1,1400,False,,,,,,113.0232558139535
212,213,250EDF0072,crescente,DF-250,PAV,True,1.6,2655.0,60.0,87.0,True,1,1400,False,,,,,,66.20689655172414
213,212,250EDF0072,decrescente,DF-250,PAV,True,1.6,2655.0,60.0,87.0,True,1,1400,False,,,,,,66.20689655172414
213,214,250EDF0090,crescente,DF-250,PAV,True,4.5,2655.0,60.0,87.0,True,1,1400,False,,,,,,186.20689655172413
214,213,250EDF0090,decrescente,DF-250,PAV,True,4.5,2655.0,60.0,87.0,True,1,1400,False,,,,,,186.20689655172413
214,215,250EDF0110,crescente,DF-250,PAV,True,0.5,2633.0,60.0,87.0,True,1,1400,False,,,,,,20.689655172413794
215,214,250EDF0110,decrescente,DF-250,PAV,True,0.5,2633.0,60.0,87.0,True,1,1400,False,,,,,,20.689655172413794
116,216,250EDF0150,crescente,DF-250,PAV,True,5.2,2115.0,60.0,68.0,True,1,1400,False,,,,,,275.29411764705884
216,116,250EDF0150,decrescente,DF-250,PAV,True,5.2,2115.0,60.0,68.0,True,1,1400,False,,,,,,275.29411764705884
216,107,250EDF0170,crescente,DF-250,PAV,True,0.7,2115.0,60.0,70.0,True,1,1400,False,,,,,,36.0
107,216,250EDF0170,decrescente,DF-250,PAV,True,0.7,2115.0,60.0,70.0,True,1,1400,False,,,,,,36.0
107,108,250EDF0190,crescente,DF-250,PAV,True,0.7,2115.0,60.0,68.0,True,1,1400,False,,,,,,37.05882352941176
108,107,250EDF0190,decrescente,DF-250,PAV,True,0.7,2115.0,60.0,68.0,True,1,1400,False,,,,,,37.05882352941176
108,217,250EDF0210,crescente,DF-250,PAV,True,3.5,2115.0,60.0,70.0,True,1,1400,False,,,,,,180.0
217,108,250EDF0210,decrescente,DF-250,PAV,True,3.5,2115.0,60.0,70.0,True,1,1400,False,,,,,,180.0
217,94,250EDF0230,crescente,DF-250,PAV,True,0.9,2633.0,60.0,68.0,True,1,1400,False,,,,,,47.64705882352941
94,217,250EDF0230,decrescente,DF-250,PAV,True,0.9,2633.0,60.0,68.0,True,1,1400,False,,,,,,47.64705882352941
218,219,250EDF0270,crescente,DF-250,IMP,False,2.1,311.0,60.0,70.0,True,1,600,False,,,,,,108.00000000000001
219,218,250EDF0270,decrescente,DF-250,IMP,False,2.1,311.0,60.0,70.0,True,1,600,False,,,,,,108.00000000000001
219,220,250EDF0290,crescente,DF-250,IMP,False,1.9,311.0,60.0,70.0,True,1,600,False,,,,,,97.71428571428571
220,219,250EDF0290,decrescente,DF-250,IMP,False,1.9,311.0,60.0,70.0,True,1,600,False,,,,,,97.71428571428571
153,122,260EDF0010,crescente,DF-260,IMP,False,6.5,183.0,,70.0,True,1,600,False,,,,,,334.2857142857143
122,153,260EDF0010,decrescente,DF-260,IMP,False,6.5,183.0,,70.0,True,1,600,False,,,,,,334.2857142857143
122,121,260EDF0030,crescente,DF-260,IMP,False,0.5,183.0,,,False,1,600,False,,,,,,
121,122,260EDF0030,decrescente,DF-260,IMP,False,0.5,183.0,,,False,1,600,False,,,,,,
121,221,260EDF0050,crescente,DF-260,IMP,False,5.3,113.0,,,False,1,600,False,,,,,,
221,121,260EDF0050,decrescente,DF-260,IMP,False,5.3,113.0,,,False,1,600,False,,,,,,
221,222,260EDF0070,crescente,DF-260,IMP,False,2.1,143.0,,,False,1,600,False,,,,,,
222,221,260EDF0070,decrescente,DF-260,IMP,False,2.1,143.0,,,False,1,600,False,,,,,,
222,223,260EDF0090,crescente,DF-260,IMP,False,3.0,161.0,,,False,1,600,False,,,,,,
223,222,260EDF0090,decrescente,DF-260,IMP,False,3.0,161.0,,,False,1,600,False,,,,,,
223,224,260EDF0110,crescente,DF-260,IMP,False,0.5,235.0,,,False,1,600,False,,,,,,
224,223,260EDF0110,decrescente,DF-260,IMP,False,0.5,235.0,,,False,1,600,False,,,,,,
224,225,260EDF0130,crescente,DF-260,IMP,False,2.0,235.0,,,False,1,600,False,,,,,,
225,224,260EDF0130,decrescente,DF-260,IMP,False,2.0,235.0,,,False,1,600,False,,,,,,
225,99,260EDF0150,crescente,DF-260,IMP,False,5.2,235.0,,,False,1,600,False,,,,,,
99,225,260EDF0150,decrescente,DF-260,IMP,False,5.2,235.0,,,False,1,600,False,,,,,,
156,130,270EDF0010,crescente,DF-270,PAV,True,1.9,910.0,,70.0,True,1,1400,False,,,,,,97.71428571428571
130,156,270EDF0010,decrescente,DF-270,PAV,True,1.9,910.0,,70.0,True,1,1400,False,,,,,,97.71428571428571
130,226,270EDF0030,crescente,DF-270,PAV,True,1.5,910.0,,80.0,True,1,1400,False,,,,,,67.5
226,130,270EDF0030,decrescente,DF-270,PAV,True,1.5,910.0,,80.0,True,1,1400,False,,,,,,67.5
226,131,270EDF0040,crescente,DF-270,IMP,False,6.0,967.0,,80.0,True,1,600,False,,,,,,270.0
131,226,270EDF0040,decrescente,DF-270,IMP,False,6.0,967.0,,80.0,True,1,600,False,,,,,,270.0
131,125,270EDF0050,crescente,DF-270,IMP,False,1.9,531.0,,80.0,True,1,600,False,,,,,,85.5
125,131,270EDF0050,decrescente,DF-270,IMP,False,1.9,531.0,,80.0,True,1,600,False,,,,,,85.5
124,227,270EDF0090,crescente,DF-270,IMP,False,5.3,410.0,,,False,1,600,False,,,,,,
227,124,270EDF0090,decrescente,DF-270,IMP,False,5.3,410.0,,,False,1,600,False,,,,,,
227,228,270EDF0110,crescente,DF-270,IMP,False,3.5,369.0,,,False,1,600,False,,,,,,
228,227,270EDF0110,decrescente,DF-270,IMP,False,3.5,369.0,,,False,1,600,False,,,,,,
228,101,270EDF0130,crescente,DF-270,IMP,False,4.0,113.0,,,False,1,600,False,,,,,,
101,228,270EDF0130,decrescente,DF-270,IMP,False,4.0,113.0,,,False,1,600,False,,,,,,
229,185,280EDF0010,crescente,DF-280,PAV,True,1.0,14195.0,80.0,66.0,True,1,1400,False,,,,,,54.54545454545455
185,229,280EDF0010,decrescente,DF-280,PAV,True,1.0,14195.0,80.0,66.0,True,1,1400,False,,,,,,54.54545454545455
185,230,280EDF0012,crescente,DF-280,PAV,True,1.0,9980.0,80.0,66.0,True,1,1400,False,,,,,,54.54545454545455
230,185,280EDF0012,decrescente,DF-280,PAV,True,1.0,9980.0,80.0,66.0,True,1,1400,False,,,,,,54.54545454545455
230,231,280EDF0030,crescente,DF-280,PAV,True,10.6,9624.0,80.0,66.0,True,1,1400,False,,,,,,578.1818181818182
231,230,280EDF0030,decrescente,DF-280,PAV,True,10.6,9624.0,80.0,66.0,True,1,1400,True,338.0,0.24142857142857144,747.0,0.5335714285714286,,578.1818181818182
232,233,285EDF0010,crescente,DF-285,PAV,True,2.5,792.0,,80.0,True,1,1400,False,,,,,,112.5
233,232,285EDF0010,decrescente,DF-285,PAV,True,2.5,792.0,,80.0,True,1,1400,False,,,,,,112.5
233,126,285EDF0030,crescente,DF-285,PAV,True,6.0,792.0,,80.0,True,1,1400,False,,,,,,270.0
126,233,285EDF0030,decrescente,DF-285,PAV,True,6.0,792.0,,80.0,True,1,1400,False,,,,,,270.0
126,234,285EDF0050,crescente,DF-285,PAV,True,1.8,248.0,,,False,1,1400,False,,,,,,
234,126,285EDF0050,decrescente,DF-285,PAV,True,1.8,248.0,,,False,1,1400,False,,,,,,
234,102,285EDF0070,crescente,DF-285,PAV,True,5.8,248.0,,,False,1,1400,False,,,,,,
102,234,285EDF0070,decrescente,DF-285,PAV,True,5.8,248.0,,,False,1,1400,False,,,,,,
102,235,285EDF0090,crescente,DF-285,PAV,True,2.9,248.0,,,False,1,1400,False,,,,,,
235,102,285EDF0090,decrescente,DF-285,PAV,True,2.9,248.0,,,False,1,1400,False,,,,,,
235,236,285EDF0110,crescente,DF-285,IMP,False,6.6,248.0,,,False,1,600,False,,,,,,
236,235,285EDF0110,decrescente,DF-285,IMP,False,6.6,248.0,,,False,1,600,False,,,,,,
237,238,290EDF0010,crescente,DF-290,PAV,True,11.8,4459.0,80.0,87.0,False,1,1400,False,,,,,,488.2758620689656
238,237,290EDF0010,decrescente,DF-290,PAV,True,11.8,4459.0,80.0,87.0,False,1,1400,False,,,,,,488.2758620689656
238,183,290EDF0030,crescente,DF-290,PAV,True,4.9,4459.0,80.0,61.0,True,1,1400,False,,,,,,289.1803278688525
183,238,290EDF0030,decrescente,DF-290,PAV,True,4.9,4459.0,80.0,61.0,True,1,1400,False,,,,,,289.1803278688525
183,239,290EDF0050,crescente,DF-290,PAV,True,4.4,6888.0,80.0,61.0,True,1,1400,False,,,,,,259.672131147541
239,183,290EDF0050,decrescente,DF-290,PAV,True,4.4,6888.0,80.0,61.0,True,1,1400,False,,,,,,259.672131147541
239,240,290EDF0070,crescente,DF-290,PAV,True,1.5,6888.0,80.0,79.0,False,1,1400,False,,,,,,68.35443037974684
240,239,290EDF0070,decrescente,DF-290,PAV,True,1.5,6888.0,80.0,79.0,False,1,1400,False,,,,,,68.35443037974684
240,241,290EDF0080,crescente,DF-290,PAV,True,2.5,13666.0,80.0,54.0,True,1,1400,True,255.0,0.18214285714285713,562.0,0.4014285714285714,,166.66666666666666
241,240,290EDF0080,decrescente,DF-290,PAV,True,2.5,13666.0,80.0,54.0,True,1,1400,False,,,,,,166.66666666666666
241,242,290EDF0090,crescente,DF-290,DUP,True,3.2,37065.0,80.0,54.0,True,2,3600,True,2075.5,0.5765277777777778,3472.5,0.9645833333333333,,213.33333333333334
242,241,290EDF0090,decrescente,DF-290,DUP,True,3.2,37065.0,80.0,54.0,True,2,3600,True,3323.0,0.9230555555555555,2538.0,0.705,,213.33333333333334
242,243,290EDF0110,crescente,DF-290,DUP,True,3.2,33083.0,80.0,61.0,True,2,3600,False,,,,,,188.85245901639345
243,242,290EDF0110,decrescente,DF-290,DUP,True,3.2,33083.0,80.0,61.0,True,2,3600,False,,,,,,188.85245901639345
243,244,290EDF0130,crescente,DF-290,DUP,True,2.5,33083.0,80.0,61.0,True,2,3600,False,,,,,,147.54098360655738
244,243,290EDF0130,decrescente,DF-290,DUP,True,2.5,33083.0,80.0,61.0,True,2,3600,False,,,,,,147.54098360655738
159,136,295EDF0010,crescente,DF-295,IMP,False,4.4,346.0,,87.0,True,1,600,False,,,,,,182.0689655172414
136,159,295EDF0010,decrescente,DF-295,IMP,False,4.4,346.0,,87.0,True,1,600,False,,,,,,182.0689655172414
136,245,295EDF0030,crescente,DF-295,IMP,False,3.8,236.0,,84.0,True,1,600,False,,,,,,162.85714285714286
245,136,295EDF0030,decrescente,DF-295,IMP,False,3.8,236.0,,84.0,True,1,600,False,,,,,,162.85714285714286
245,246,295EDF0050,crescente,DF-295,IMP,False,10.8,272.0,,,False,1,600,False,,,,,,
246,245,295EDF0050,decrescente,DF-295,IMP,False,10.8,272.0,,,False,1,600,False,,,,,,
246,103,295EDF0070,crescente,DF-295,IMP,False,2.3,272.0,,,False,1,600,False,,,,,,
103,246,295EDF0070,decrescente,DF-295,IMP,False,2.3,272.0,,,False,1,600,False,,,,,,
214,247,310EDF0010,crescente,DF-310,IMP,False,8.5,92.0,,70.0,True,1,600,False,,,,,,437.1428571428571
247,214,310EDF0010,decrescente,DF-310,IMP,False,8.5,92.0,,70.0,True,1,600,False,,,,,,437.1428571428571
247,248,310EDF0030,crescente,DF-310,IMP,False,1.4,92.0,,70.0,True,1,600,False,,,,,,72.0
248,247,310EDF0030,decrescente,DF-310,IMP,False,1.4,92.0,,70.0,True,1,600,False,,,,,,72.0
